County,Precinct Number,Location,Address,Zipcode
Duval,1001,Greater Harvest Christian Fellowship,"9113 Ridge Blvd, Jacksonville, FL",32208
Duval,1002,St Paul AME Church,"6910 New Kings Rd Rd, Jacksonville, FL",32219
Duval,1003,Bradham & Brooks Branch Library,"1755 Edgewood Ave W, Jacksonville, FL",32208
Duval,1004,Fairway Oaks,"5570 Golfbrook Dr, Jacksonville, FL",32208
Duval,1005,Legends Community Center,"5130 Soutel Dr, Jacksonville, FL",32208
Duval,1006,Church of God - N Lane Ave,"2956 Lane Ave N, Jacksonville, FL",32254
Duval,1007,Charlie Joseph Senior Center,"6943 Buffalo Ave, Jacksonville, FL",32208
Duval,1008,"Police Athletic League of Jacksonville, Inc","2165 33rd St W, Jacksonville, FL",32209
Duval,1009,Johnnie W. Walker Community Center,"2500 20th St W, Jacksonville, FL",32209
Duval,1010,Simonds-Johnson Community Center,"3730 Moncrief Rd, Jacksonville, FL",32209
Duval,1011,Long Branch Senior Center,"4110 Franklin St, Jacksonville, FL",32206
Duval,1012,Joseph Lee Community Center,"5120 Perry St, Jacksonville, FL",32208
Duval,1101,Bartram Springs Clubhouse,"14530 Cherry Lake Dr E, Jacksonville, FL",32258
Duval,1102,FSCJ Deerwood,"9911 Old Baymeadows Rd, Jacksonville, FL",32256
Duval,1104,Julington Baptist Church,"12740 Snyder st, Jacksonville, FL",32256
Duval,1105,Delta Hotels by Marriot Jacksonville Deerwood,"4700 Salisbury Rd, Jacksonville, FL",32256
Duval,1106,The Church of Eleven22,"8133 Point Meadows Dr, Jacksonville, FL",32256
Duval,1107,Covenant Christian Church,"10570 Greenville Rd, Jacksonville, FL",32256
Duval,1108,Deermeadows Baptist Church,"9780 Baymeadows Rd, Jacksonville, FL",32256
Duval,1109,Deerwood Country Club,"10239 Golf Club Dr, Jacksonville, FL",32256
Duval,1110,Holiday Inn Bartram Park,"13934 Village Lake Cir, Jacksonville, FL",32258
Duval,1111,First Baptist Church of Jacksonville at Nocatee,"1770 Valley Ridge Blvd, Ponte Vedra, FL",32081
Duval,1112,Southeast Regional Library,"10599 Deerwood Park Blvd, Jacksonville, FL",32256
Duval,1201,Whitehouse Baptist Church,"24 Celery Ave N, Jacksonville, FL",32220
Duval,1202,Westside Family Worship Center,"9717 103rd St, Jacksonville, FL",32210
Duval,1203,Leroy D. Clemons Senior Center,"55 Jackson Ave N, Jacksonville, FL",32220
Duval,1204,Maxville Senior Center,"18065 Pennsylvania Ave, Maxville, FL",32234
Duval,1205,The Well at Crystal Springs,"9120 Crystal Springs Rd, Jacksonville, FL",32221
Duval,1206,Promise Land Baptist Church,"2197 Blair Rd, Jacksonville, FL",32221
Duval,1207,Baldwin Town Hall,"10 U S Hwy 90 W, Jacksonville, FL",32234
Duval,1208,Harvest Ministries,"2550 Fouraker Rd, Jacksonville, FL",32210
Duval,1209,Argyle Branch Library,"7973 Old Middleburg Rd S, Jacksonville, FL",32222
Duval,1210,Whitehouse Assembly of God,"135 Chaffee Rd S, Jacksonville, FL",32220
Duval,1211,Cisco Garden Community Center,"4238 Jones Rd, Jacksonville, FL",32219
Duval,1212,West Branch Library,"1425 Chaffee Rd S, Jacksonville, FL",32221
Duval,1301,Bennie Furlong Senior Center,"281 19th Ave S, Jacksonville Beach, FL",32250
Duval,1302,Rivertown Church,"3044 San Pablo Rd S, Jacksonville, FL",32224
Duval,1303,"William 'Bill' Gulliford, Jr. (Mayport) Community","4875 Ocean St, Jacksonville, FL",32233
Duval,1304,Jacksonville Beach City Hall,"11 3rd St N, Jacksonville Beach, FL",32250
Duval,1305,Beaches Branch Library,"600 3rd St, Neptune Beach, FL",32266
Duval,1306,Atlantic Beach City Hall,"800 Seminole Rd, Atlantic Beach, FL",32233
Duval,1307,Adele Grage Cultural Center,"716 Ocean Blvd, Atlantic Beach, FL",32233
Duval,1308,Community Presbyterian Church,"150 Sherry Dr, Atlantic Beach, FL",32233
Duval,1309,9THIRTEEN Christian Church,"2560 Mayport Rd, Atlantic Beach, FL",32233
Duval,1310,Bethlehem Lutheran Church,"1423 8th Ave N, Jacksonville Beach, FL",32250
Duval,1311,Isle of Faith United Methodist Church,"1821 San Pablo Rd S, Jacksonville, FL",32224
Duval,1312,Oceanside Church of Christ,"1025 Snug Harbor Ct, Atlantic Beach, FL",32233
Duval,1401,Church at Argyle,"6823 Argyle Forest Blvd, Jacksonville, FL",32244
Duval,1402,Kirkwood Presbyterian Church,"8701 Argyle Forest Blvd, Jacksonville, FL",32244
Duval,1403,Charles Webb Wesconnett Regional Library,"6887 103rd St, Jacksonville, FL",32205
Duval,1404,Christian Family Fellowship,"7216 Old Middleburg Rd S, Jacksonville, FL",32222
Duval,1405,Shindler Drive Baptist Church,"7100 Shindler Dr, Jacksonville, FL",32222
Duval,1406,Hillcrest Baptist,"7673 Collins Rd, Jacksonville, FL",32244
Duval,1407,River City Community Church,"6561 Firestone Rd, Jacksonville, FL",32244
Duval,1408,Argyle Church of Christ,"7310 Collins Rd, Jacksonville, FL",32244
Duval,1409,St Peter's Episcopal Church,"5042 Timuquana rd, Jacksonville, FL",32210
Duval,1410,Fleet Reserve,"5391 Collins Rd, Jacksonville, FL",32244
Duval,1411,McGirts Creek Regional Park,"8435 118th St, Jacksonville, FL",32244
Escambia,1,PLEASANT GROVE BAPTIST CHURCH,"9301 Gulf Beach Hwy, Pensacola, FL",32507
Escambia,3,MYRTLE GROVE UNITED METHODIST,"1030 N 57th Ave, Pensacola, FL",32516
Escambia,5,WILDE LAKE CHURCH,"2800 Wilde Lake Blvd, Pensacola, FL",32526
Escambia,6,ST MONICA'S EPISCOPAL CHURCH,"699 S Highway 95A, Cantonment, FL",32533
Escambia,7,PINEWOODS PRESBYTERIAN CHURCH,"2198 Highway 297A, Cantonment, FL",32533
Escambia,11,WALNUT HILL COMMUNITY CENTER,"7850 Highway 97, Walnut Hill, FL",32568
Escambia,14,FRICKER COMMUNITY CENTER,"900 North F St, Pensacola, FL",32501
Escambia,15,PENSACOLA CITY HALL,"222 W Main St, Pensacola, FL",32502
Escambia,18,RAY'S CHAPEL BAPTIST CHURCH,"140 W Bogia Rd, McDavid, FL",32568
Escambia,19,BARRINEAU PARK COMMUNITY CNTR,"6055 Barrineau Park School Rd, MOLINO, FL",32577
Escambia,21,INTERNATIONAL PAPER,"375 Muscogee Rd, Cantonment, FL",32533
Escambia,22,CENTURY TOWN HALL,"7995 N Century Blvd, Century, FL",32535
Escambia,23,BYRNEVILLE COMMUNITY CENTER,"1701 Highway 4A, Century, FL",32535
Escambia,24,WARRINGTON CHURCH,"301 E Winthrop Ave, Pensacola, FL",32507-3669
Escambia,25,AZALEA TRACE,"10100 Hillview Dr, Pensacola, FL",32514
Escambia,26,BELLVIEW LIBRARY,"6425 Mobile Hwy, Pensacola, FL",32526
Escambia,28,DAMASCUS ROAD MISSIONARY BAPTIST,"8198 Untreiner Ave, Pensacola, FL",32534
Escambia,29,MT OLIVE MISSIONARY BAPTIST,"500 N Davis Hwy, Pensacola, FL",32501
Escambia,30,VICKREY RESOURCE CENTER,"2130 Summit Blvd, PENSACOLA, FL",32503
Escambia,31,CHRIST CHURCH PENSACOLA,"18 W Wright St, Pensacola, FL",32501
Escambia,32,PENSACOLA CITY HALL,"222 W Main St, Pensacola, FL",32502
Escambia,33,FIRST BAPTIST CHURCH OF BRATT,"4570 W Highway 4, Century, FL",32535
Escambia,34,ST ANDREW ORTHODOX CHURCH,"5501 N W St, Pensacola, FL",32505
Escambia,35,EAST PENSACOLA HEIGHTS COMM CTR,"3208 E Gonzalez St, Pensacola, FL",32503
Escambia,36,QUINTETTE COMMUNITY CENTER,"2490 Quintette Ln, CANTONMENT, FL",32533
Escambia,38,GONZALEZ BAPTIST CHURCH,"1590 Pauline St, Cantonment, FL",32533
Escambia,40,BAYVIEW COMMUNITY CENTER,"2001 E Lloyd St, Pensacola, FL",32503
Escambia,41,BAYVIEW COMMUNITY CENTER,"2001 E Lloyd St, Pensacola, FL",32503
Escambia,42,HILLCREST CHURCH,"3960 Spanish Trail Rd, Pensacola, FL",32503-4307
Escambia,43,BEULAH CHURCH,"7561 Mobile Hwy, Pensacola, FL",32526
Escambia,46,TRINITY PRESBYTERIAN CHURCH,"3400 Bayou Blvd, Pensacola, FL",32503
Escambia,47,BROWNSVILLE COMMUNITY CENTER,"3200 W DeSoto St, Pensacola, FL",32505
Escambia,48,COUNTY CENTRAL OFFICE COMPLEX,"3363 West Park Pl, Pensacola, FL",32505
Escambia,49,GRACE LUTHERAN CHURCH,"6601 N 9TH Ave, PENSACOLA, FL",32504
Escambia,51,PENSACOLA LODGE #42 F&AM,"2320 E Johnson Ave, Pensacola, FL",32514
Escambia,54,ELKS LODGE BPOE #2108,"727 S 72nd Ave, Pensacola, FL",32506
Escambia,55,LIBERTY CHURCH,"2221 S Blue Angel Pkwy, Pensacola, FL",32506
Escambia,56,LEGION FIELD RESOURCE CENTER,"1301 W Gregory St, Pensacola, FL",32502
Escambia,58,BRIT AHM MESSIANIC SYNAGOGUE,"6700 Spanish Trl, Pensacola, FL",32504
Escambia,60,EBONWOOD COMMUNITY CENTER,"3511 W Scott St, Pensacola, FL",32505
Escambia,61,ELKS LODGE BPOE #2108,"727 S 72nd Ave, Pensacola, FL",32506
Escambia,62,CHARITY CHAPEL CHURCH,"5820 Montgomery Ave, Pensacola, FL",32526
Escambia,63,MARIE K. YOUNG WEDGEWOOD COMM CNTR,"6405 WAGNER RD, Pensacola, FL",32505
Escambia,64,COKESBURY UNITED METHODIST,"750 College Blvd, Pensacola, FL",32504
Escambia,67,HOLY SPIRIT CATHOLIC CHURCH,"10650 Gulf Beach Hwy, Pensacola, FL",32507
Escambia,68,PENS INTERSTATE FAIRGROUNDS,"6655 Mobile Hwy, Pensacola, FL",32526
Escambia,69,ST JAMES MISSIONARY BAPTIST CHURCH,"219 E Johnson Ave, Pensacola, FL",32514
Escambia,70,BURGESS ROAD BAPTIST CHURCH,"250 W Burgess Rd, Pensacola,, FL",32503
Escambia,71,WARRINGTON PRESBYTERIAN,"406 S Navy Blvd, Pensacola, FL",32507
Escambia,72,BAYVIEW COMMUNITY CENTER,"2001 E Lloyd St, Pensacola, FL",32503
Escambia,73,LIBERTY CHURCH,"2221 S Blue Angel Pkwy, Pensacola, FL",32506
Escambia,74,ESCAMBIA CO EXTENSION OFFICE,"3740 Stefani Rd, Cantonment, FL",32533
Escambia,75,PENSACOLA BAPTIST TEMPLE,"5000 Cerny Rd, Pensacola, FL",32526
Escambia,77,PENSACOLA STATE COLLEGE - WARRINGTON,"5555 W Highway 98, PENSACOLA, FL",32507
Escambia,80,MYRTLE GROVE BAPTIST CHURCH,"5920 Lillian Hwy, Pensacola, FL",32506
Escambia,82,BROWNSVILLE COMMUNITY CENTER,"3200 W DeSoto St, Pensacola, FL",32505
Escambia,83,FIRST BAPTIST CHURCH OF WARRINGTON,"105 Gulf Beach Hwy, PENSACOLA, FL",32507
Escambia,86,CHRIST THE KING BAPTIST CHURCH,"2920 Bellview Ave, Pensacola, FL",32526
Escambia,88,OLIVE BAPTIST CHURCH,"1836 E Olive Rd, Pensacola, FL",32514
Escambia,90,ST JOHN DIVINE BAPTIST CHURCH,"620 E Jordan St, Pensacola, FL",32503
Escambia,91,OLIVE BAPTIST CHURCH,"1836 E Olive Rd, Pensacola, FL",32514
Escambia,94,PENSACOLA BEACH COMM CHURCH,"920 Panferio Dr, PENSACOLA BEACH, FL",32561
Escambia,95,PERDIDO BAY BAPTIST CHURCH,"12600 Sorrento Rd, Pensacola, FL",32507
Escambia,97,VICKREY RESOURCE CENTER,"2130 Summit Blvd, Pensacola, FL",32503
Escambia,98,MACEDONIA BAPTIST CHURCH,"3802 N 9th Ave, Pensacola, FL",32503
Escambia,99,MYRTLE GROVE BAPTIST CHURCH,"5920 Lililian HWY, Pensacola, FL",32506
Escambia,101,PLAINVIEW BAPTIST CHURCH,"1101 W Nine Mile Rd, Pensacola, FL",32534
Escambia,102,MARCUS POINTE BAPTIST CHURCH,"6205 N W ST, PENSACOLA, FL",32505
Escambia,103,LAKEVIEW BAPTIST CHURCH,"1100 W Michigan Ave, Pensacola, FL",32505
Escambia,104,MAYFAIR COMMUNITY CENTER,"701 S Madison Dr, Pensacola, FL",32505
Escambia,105,PERDIDO BAY UNITED METHODIST,"13660 Innerarity Point Rd, Pensacola, FL",32507
Escambia,106,GRACE LUTHERAN CHURCH,"6601 N 9th Ave, Pensacola, FL",32504
Escambia,107,FAITH BAPTIST CHURCH,"3600 Creighton Rd, Pensacola, FL",32504
Escambia,108,HOLY CROSS EPISCOPAL CHURCH,"7979 N 9th Ave, Pensacola, FL",32514
Escambia,110,PENSACOLA CHRISTIAN COLLEGE,"115 St John St, Pensacola, FL",32503
Escambia,111,ST LUKE UNITED METHODIST,"1394 E Nine Mile Rd, Pensacola, FL",32514
Escambia,112,HILLCREST BAPTIST CHURCH,"800 E Nine Mile Rd, Pensacola, FL",32514
Escambia,113,ESCAMBIA EDUCATION ASSOC,"6551 N Palafox St, Pensacola, FL",32503
Escambia,114,WINDY HILL BAPTIST CHURCH,"9896 Rebel Rd, Pensacola, FL",32526
Escambia,115,FIRST BAPTIST CHURCH OF BEULAH,"5805 Beulah Church Rd, Pensacola, FL",32526
Flagler,101,BUNNELL CITY HALL,"201 E Drain St, Bunnell, FL",32110
Flagler,102,ST JOHNS PARK COMMUNITY CENTER,"99 County Road 2006 E, Bunnell, FL",32110
Flagler,103,KORONA FIRE STATION,"5820 US Highway 1 S, Bunnell, FL",32110
Flagler,201,FLAGLER BEACH CITY COMMISSION CHAMBER ROOM,"105 S 2nd St, Flagler Beach, FL",32136
Flagler,202,FLAGLER BEACH UNITED METHODIST CHURCH,"1526 S Daytona Ave, Flagler Beach, FL",32136
Flagler,401,FLAGLER COMMUNITY EDUCATION,"5633 N Ocean Shore Blvd, Palm Coast, FL",32137
Flagler,501,FLAGLER COUNTY ASSOCIATION OF REALTORS,"4101 E Moody Blvd, Bunnell, FL",32110
Flagler,502,FLAGLER TECHNICAL COLLEGE,"5400 E Highway 100, Palm Coast, FL",32164
Flagler,503,RYMFIRE ELEMENTARY SCHOOL,"1425 Rymfire Dr, Palm Coast, FL",32164
Flagler,504,AFRICAN AMERICAN CULTURAL SOCIETY,"4422 US Highway 1 N, Palm Coast, FL",32164
Flagler,505,PALM COAST BIBLE CHURCH,"94 Whiteview Pkwy, Palm Coast, FL",32164
Flagler,506,WADSWORTH ELEMENTARY SCHOOL,"4550 Belle Terre Pkwy, Palm Coast, FL",32164
Flagler,507,FLAGLER COUNTY PUBLIC LIBRARY,"2500 Palm Coast Pkwy NW, Palm Coast, FL",32137
Flagler,508,SHEPHERD OF THE COAST LUTHERAN CHURCH,"101 Pine Lakes Pkwy, Palm Coast, FL",32164
Flagler,509,PARKVIEW BAPTIST CHURCH,"5435 N Belle Terre Pkwy, Palm Coast, FL",32137
Flagler,510,BELLE TERRE ELEMENTARY SCHOOL,"5545 N Belle Terre Pkwy, Palm Coast, FL",32137
Flagler,511,VFW POST #8696,"47 N Old Kings Rd, Palm Coast, FL",32137
Flagler,512,MATANZAS HIGH SCHOOL,"3535 N Old Kings Rd, Palm Coast, FL",32137
Flagler,513,PALM COAST COMMUNITY CENTER,"305 Palm Coast Pkwy NE, Palm Coast, FL",32137
Flagler,514,GRAND HAVEN VILLAGE CENTER,"2000 Waterside Pkwy, Palm Coast, FL",32137
Flagler,515,OLD KINGS ELEMENTARY SCHOOL,"301 Old Kings Rd S, Flagler Beach, FL",32136
Franklin,00,Elections Office,"47 Ave F, Apalachicola, FL",32320
Franklin,01,Volunteer Fire Department,"24 6th St, Eastpoint, FL",32328
Franklin,02,Mission by the Sea,"772 Alligator Dr, Alligator Point, FL",32346
Franklin,03,Holy Family Center,"203 Dr. Frederick Humphries Street, Apalachicola, FL",32320
Franklin,04,Historic Holy Family,"203 Dr. Fred Humphries Street, Apalachicola, FL",32320
Franklin,05,Carrabelle Garden Club,"302 NW Avenue F, Carrabelle, FL",32322
Franklin,06,Chillas Hall,"156 A Heffernan Dr, Lanark Village, FL",32323
Franklin,07,St. George Island Methodist Church,"201 E Gulf Beach Dr, St George Island, FL",32328
Franklin,08,American Legion Hall,"801 W US HWY 98, Apalachicola, FL",32320
Gadsden,1,Centenary United Methodist Church,"206 N Madison St, Quincy, FL",32351
Gadsden,2,Havana Public Library,"203 E 5th Ave, Havana, FL",32333
Gadsden,3,Concordia Baptist Church,"4098 Concord Rd, Havana, FL",32333
Gadsden,4,Everybody's Church,"436 MLK Blvd, Midway, FL",32343
Gadsden,5,Quincy Recreation Center,"122 N Graves St, Quincy, FL",32351
Gadsden,6,Wetumpka Fire Dept.,"25 McCall Bridge Rd, Quincy, FL",32351
Gadsden,7,Union Chapel AME Church,"536 Union Chapel Rd, Quincy, FL",32351
Gadsden,8,Sycamore Methodist Church,"3246 Sycamore Rd, Quincy, FL",32351
Gadsden,9,Chattahoochee Recreation Center,"131 Oak St, Chattahoochee, FL",32324
Gadsden,10,Mt Pleasant Fire Dept.,"2875 Mt. Pleasant Rd N, Mt. Pleasant, FL",32352
Gadsden,11,Gretna City Hall,"14615 Main St, Gretna, FL",32332
Gadsden,12,Greensboro Town Hall,"150 E 11th St, Greensboro, FL",32330
Gadsden,13,FAMU Research Center,"4259 Bainbridge HWY, Quincy, FL",32352
Gadsden,14,Shiloh Church,"1091 Gibson Sawmill Rd, Havana, FL",32333
Gadsden,15,St. James Baptist Church,"545 Scotland Rd, Havana, FL",32333
Gadsden,16,National Guard Armory,"2049 Pat Thomas Pky., Quincy, FL",32351
Gadsden,17,New Bethel A.M.E.Church,"23209 Blue Star HWY, Quincy, FL",32351
Gadsden,18,St. Matthew Primitive Bapt. Church,"1455 Post Plant Rd, Quincy, FL",32352
Gadsden,19,Hopewell Church (China Hill),"6578 Havana HWY, Havana, FL",32333
Gadsden,20,Assembly of God,"7579 Florida Georgia HWY, Havana, FL",32333
Gadsden,21,Green Shade AME Church,"8152 Salem Rd, Quincy, FL",32352
Gadsden,22,Second Elizabeth Church,"2718 Attapulgus HWY, Quincy, FL",32352
Gadsden,23,Livestock Pavilion,"2140 W Jefferson St, Quincy, FL",32351
Gadsden,24,St. Joseph Missionary Bap. Church,"2050 Barack Obama Blvd, Quincy, FL",32351
Gadsden,25,Elizabeth A.M.E. Church,"2853 Lincoln Dr, Chattahoochee, FL",32324
Gilchrist,1A,Trenton Center,"214 SE 3rd Ave, Trenton, FL",32693
Gilchrist,1B,County Library,"105 NE 11th Ave, Trenton, FL",32693
Gilchrist,1C,County Library,"105 NE 11th Ave, Trenton, FL",32693
Gilchrist,2A,Donnie Center,"7030 SW CR 334A, Trenton, FL",32693
Gilchrist,3A,Bell Community Center,"1180 NE Main St, Bell, FL",32619
Gilchrist,4A,Cruse Center,"3449 NW 50 St, Bell, FL",32619
Gilchrist,5A,N Gilchrist Fire Station,"460 NW CR 138, Branford, FL",32008
Gilchrist,6A,Osteen Center,"4760 NE SR 47, High Springs, FL",32643
Gilchrist,7A,Osceola Center,"1020 SE CR 337, Trenton, FL",32693
Gilchrist,8A,Southeast Center,"6980 SE 70 Ave, Trenton, FL",32693
Glades,1,Doyle Conner Bldg,"900 US Hwy 27, MOORE HAVEN, FL",33471
Glades,2,Ortona Community Center,"2086 Ortona Locks Rd, MOORE HAVEN, FL",33471
Glades,3,Doyle Conner Bldg,"900 US Hwy 27, MOORE HAVEN, FL",33471
Glades,4,Palmdale Community Center,"483 Main Ave, PALMDALE, FL",33944
Glades,5,Muse Community Center,"3897 Loblolly, LABELLE, FL",33935
Glades,6,Muse Community Center,"3897 Loblolly, LABELLE, FL",33935
Glades,7,Lakeport Community Center,"1239 Red Barn Rd, Moore Haven, FL",33471
Glades,8,BHR Community Center,"30076 E State Rd 78, Okeechobee, FL",34974
Glades,9,Lakeport Community Center,"1239 Red Barn Rd, Moore Haven, FL",33471
Glades,10,Lakeport Community Center,"1239 Red Barn Rd, Moore Haven, FL",33471
Glades,11,Doyle Conner Bldg,"900 US Hwy 27, MOORE HAVEN, FL",33471
Glades,12,Washington Park Comm. ctr.,"1225 Latum Bell St, Moore Haven, FL",33471
Glades,13,Indian Hills Fire Dept.,"2172 Indian Hills, Moore Haven, FL",33471
Gulf,1,Honeyville Community Center,"240 Honeyville Park Rd, Wewahitchka, FL",32465
Gulf,2,Charles Whitehead Public Library,"314 N Second St, Wewahitchka, FL",32465
Gulf,3,St Joe Beach Fire Station,"7912 Alabama Ave, Port St Joe, FL",32456
Gulf,4,Port St Joe Fire Station,"404 Williams Ave, Port St Joe, FL",32456
Gulf,5,Centennial Building,"2201 Centennial Dr, Port St Joe, FL",32456
Gulf,6,White City Fire Station,"6909 Hwy 71, White City, FL",32465
Gulf,7,Cape San Blas Fire Station,"240 Cape San Blas Rd, Cape San Blas, FL",32456
Gulf,8,Howard Creek Fire Station,"6532 Doc Whtifield Rd, Wewahitchka, FL",32465
Gulf,9,Overstreet Fire Station,"101 Floating Bridge Rd, Port St Joe, FL",32456
Gulf,10,Highland View Fire Station,"133 Snapper St, Port St. Joe, FL",32456
Hamilton,1,JENNINGS CITY HALL,"1291 Florida St, Jennings, FL",32053
Hamilton,2,JASPER COURTHOUSE,"207 1st st NW, Jasper, FL",32052
Hamilton,3,WHITE SPRINGS LIBRARY,"16403 Jewett St, White Springs, FL",32096
Hamilton,4,JASPER CIVIC CENTER,"1129 4th St NW, Jasper, FL",32052
Hamilton,5,BRIGHT POND FELLOWSHIP HALL,"6233 NW US HWY 41, Jasper, FL",32052
Hamilton,6,GENOA VOL FIRE DEPT,"8448 SE 137th Blvd, White Springs, FL",32096
Hamilton,7,BELLVILLE VOL FIRE DEPT,"1571 NW CR 145, Jennings, FL",32053
Hamilton,8,CROSS ROADS VOL FIRE DEPT,"5769 SW CR 141, Jennings, FL",32053
Hardee,01,FORT GREEN BAPTIST CHURCH,"2875 GREEN BAPTIST CHURCH RD, BOWLING GREEN, FL",33834
Hardee,02,GATEWAY CHURCH,"4937 Highway 17 North, Bowling Green, FL",33834
Hardee,03,COUNCIL CHAMBERS BOWLING GREEN,"104 E Main St, Bowling Green, FL",33834
Hardee,04,FIRST UNITED METHODIST CHURCH WAUC,"207 N 7th Ave, Wauchula, FL",33873
Hardee,05,IGLESIA PENTECOSTES VISION POR LAS ALMAS,"149 Badger Lp, Ona, FL",33865
Hardee,06,COUNTY COMMISSION CHAMBERS,"412 W Orange St, Wauchula, FL",33873
Hardee,07,ZOLFO SPRINGS CIVIC CENTER,"3210 Main St, Zolfo Springs, FL",33890
Hardee,08,1ST MISSIONARY BAPTIST CHURCH,"1333 Martin Luther King Ave, Wauchula, FL",33873
Hardee,09,NEW HOPE BAPTIST CHURCH,"1999 State Road 64 East, Wauchula, FL",33873
Hardee,10,WAUCHULA CITY HALL,"225 E Main St, Wauchula, FL",33873
Hardee,11,PRECO Building,"210 Metheny Rd, WAUCHULA, FL",33873
Hardee,12,Wauchula Civic Center,"507 Civic Center DR, WAUCHULA, FL",33873
Hendry,001,Janet B. Taylor Auditorium,"1100 S Olympia St, Clewiston, FL",33440-4908
Hendry,002,Carlson Methodist Church,"310 Campbell St, LaBelle, FL",33935-5269
Hendry,003,LaBelle Civic Center,"481 W Hickpochee Ave, LaBelle, FL",33935-4763
Hendry,004,Big Cypress Gymnasium,"31201 Josie Billie Hwy, Clewiston, FL",33440
Hendry,005,Felda Community Center,"1100 CR 830, Felda, FL",339300000
Hendry,006,John Boy Auditorium,"1200 WC OWENS AVE, Clewiston, FL",33440-8477
Hendry,007,Youth Center,"110 W Osceola Ave, Clewiston, FL",33440-2910
Hendry,008,Pioneer Fire Station,"2001 10th Terr, Clewiston, FL",334400000
Hendry,009,Church of the Good Shepherd,"1098 Collingswood Pkwy, LaBelle, FL",33935
Hendry,010,Montura Clubhouse,"225 N Hacienda St, Clewiston, FL",33440
